Week_Start_Date,Product_ID,Product_Name,Units_Sold,Price,Discount_Percentage,Revenue,Region,Avg_Gas_Price_US,CPI,Units_Sold_z
2024-01-14,P008,Product_8,416,84.0,0,34944.0,USA,3.073,309.794,0.10146982245304349
2024-01-14,P009,Product_9,151,84.0,0,12684.0,USA,3.073,309.794,0.10686881609182057
2024-01-14,P010,Product_10,512,97.0,30,34764.8,USA,3.073,309.794,0.7074431973722346
2024-01-14,P011,Product_11,528,33.0,0,17424.0,USA,3.073,309.794,0.12155730936888075
2024-01-14,P012,Product_12,549,12.0,15,5599.8,USA,3.073,309.794,0.3594626512724254
2024-01-14,P013,Product_13,335,31.0,0,10385.0,USA,3.073,309.794,0.007742407537703494
2024-01-14,P014,Product_14,514,62.0,0,31868.0,USA,3.073,309.794,0.03944273982527091
2024-01-14,P015,Product_15,90,11.0,0,990.0,USA,3.073,309.794,0.12457792639108672
2024-01-14,P016,Product_16,273,97.0,0,26481.0,USA,3.073,309.794,0.0881943259849978
2024-01-14,P017,Product_17,146,39.0,10,5124.6,USA,3.073,309.794,0.3386409604368084
2024-01-14,P018,Product_18,515,47.0,5,22994.75,USA,3.073,309.794,0.2209196477658119
2024-01-14,P019,Product_19,114,11.0,15,1065.9,USA,3.073,309.794,0.4627686252411052
2024-01-14,P020,Product_20,438,73.0,0,31974.0,USA,3.073,309.794,0.02254504254037312
2024-01-14,P021,Product_21,468,69.0,0,32292.0,USA,3.073,309.794,0.03872572866216865
2024-01-14,P022,Product_22,54,30.0,0,1620.0,USA,3.073,309.794,0.04645001807003832
2024-01-14,P023,Product_23,470,42.0,0,19740.0,USA,3.073,309.794,0.10389058006420086
2024-01-14,P024,Product_24,115,85.0,10,8797.5,USA,3.073,309.794,0.27863540089599825
2024-01-14,P025,Product_25,170,67.0,5,10820.5,USA,3.073,309.794,0.1685965732777786
2024-01-14,P026,Product_26,331,31.0,0,10261.0,USA,3.073,309.794,0.11096299219779666
2024-01-14,P027,Product_27,384,98.0,0,37632.0,USA,3.073,309.794,0.05617656051047865
2024-01-14,P028,Product_28,257,58.0,0,14906.0,USA,3.073,309.794,0.08015525327170514
2024-01-14,P029,Product_29,519,100.0,15,44115.0,USA,3.073,309.794,0.45634925234888735
2024-01-14,P030,Product_30,314,68.0,20,17081.6,USA,3.073,309.794,0.490871597786326
2024-01-14,P031,Product_31,99,51.0,0,5049.0,USA,3.073,309.794,0.07714000423895385
2024-01-14,P032,Product_32,260,69.0,30,12558.0,USA,3.073,309.794,0.7935450318448197
2024-01-14,P033,Product_33,269,89.0,0,23941.0,USA,3.073,309.794,0.0398333064388685
2024-01-14,P034,Product_34,610,24.0,30,10248.0,USA,3.073,309.794,0.7752027631779173
2024-01-14,P035,Product_35,350,71.0,5,23607.5,USA,3.073,309.794,0.19471248870474905
2024-01-14,P036,Product_36,428,71.0,0,30388.0,USA,3.073,309.794,0.06289933672715484
2024-01-14,P037,Product_37,378,56.0,0,21168.0,USA,3.073,309.794,0.10349816834792248
2024-01-14,P038,Product_38,368,71.0,15,22208.8,USA,3.073,309.794,0.4961184301028983
2024-01-14,P039,Product_39,304,60.0,15,15504.0,USA,3.073,309.794,0.4612413480286722
2024-01-14,P040,Product_40,338,64.0,10,19468.8,USA,3.073,309.794,0.24562790075911323
2024-01-14,P041,Product_41,262,73.0,5,18169.7,USA,3.073,309.794,0.23963443115226732
2024-01-14,P042,Product_42,388,12.0,10,4190.4,USA,3.073,309.794,0.34000882378826147
2024-01-14,P043,Product_43,294,60.0,10,15876.0,USA,3.073,309.794,0.28672951763877563
2024-01-14,P044,Product_44,275,16.0,0,4400.0,USA,3.073,309.794,0.05645534915091553
2024-01-14,P045,Product_45,306,30.0,0,9180.0,USA,3.073,309.794,0.01732180725995434
2024-01-14,P046,Product_46,414,82.0,0,33948.0,USA,3.073,309.794,0.011293692695325732
2024-01-14,P047,Product_47,501,48.0,25,18036.0,USA,3.073,309.794,0.6646645821622134
2024-01-14,P048,Product_48,112,27.0,5,2872.8,USA,3.073,309.794,0.20600203480823245
2024-01-14,P049,Product_49,405,13.0,30,3685.5,USA,3.073,309.794,0.7608271383145998
2024-01-14,P050,Product_50,491,98.0,0,48118.0,USA,3.073,309.794,0.051193939654121744
2024-01-21,P001,Product_1,454,61.0,25,20770.5,USA,3.058,309.794,0.8110801504144394
2024-01-21,P002,Product_2,76,24.0,20,1459.2,USA,3.058,309.794,0.8338314939273949
2024-01-21,P003,Product_3,321,81.0,0,26001.0,USA,3.058,309.794,0.16235909240195248
2024-01-21,P004,Product_4,364,70.0,10,22932.0,USA,3.058,309.794,0.5100721252036026
2024-01-21,P005,Product_5,469,30.0,15,11959.5,USA,3.058,309.794,0.5656394309622803
2024-01-21,P006,Product_6,126,92.0,25,8694.0,USA,3.058,309.794,0.7816760816286218
2024-01-21,P007,Product_7,481,96.0,0,46176.0,USA,3.058,309.794,0.23816242905800966
2024-01-21,P008,Product_8,430,84.0,0,36120.0,USA,3.058,309.794,0.24929266473635325
2024-01-21,P009,Product_9,171,84.0,20,11491.2,USA,3.058,309.794,0.7022382650713218
2024-01-21,P010,Product_10,517,97.0,25,37611.75,USA,3.058,309.794,0.7567355048814484
2024-01-21,P011,Product_11,545,33.0,0,17985.0,USA,3.058,309.794,0.2692681213253476
2024-01-21,P012,Product_12,527,12.0,0,6324.0,USA,3.058,309.794,0.16927077229230605
2024-01-21,P013,Product_13,398,31.0,30,8636.6,USA,3.058,309.794,0.8344740598687896
2024-01-21,P014,Product_14,531,62.0,0,32922.0,USA,3.058,309.794,0.19394195112241594
2024-01-21,P015,Product_15,97,11.0,10,960.3,USA,3.058,309.794,0.4805148589370484
2024-01-21,P016,Product_16,317,97.0,25,23061.75,USA,3.058,309.794,0.7924684354840739
2024-01-21,P017,Product_17,154,39.0,15,5105.1,USA,3.058,309.794,0.6111890171263926
2024-01-21,P018,Product_18,570,47.0,20,21432.0,USA,3.058,309.794,0.7116539218821148
2024-01-21,P019,Product_19,109,11.0,0,1199.0,USA,3.058,309.794,0.24951119425442064
2024-01-21,P020,Product_20,475,73.0,10,31207.5,USA,3.058,309.794,0.40695360198452024
2024-01-21,P021,Product_21,519,69.0,15,30439.35,USA,3.058,309.794,0.5251819261426119
2024-01-21,P022,Product_22,56,30.0,0,1680.0,USA,3.058,309.794,0.2123429397487459
2024-01-21,P023,Product_23,485,42.0,0,20370.0,USA,3.058,309.794,0.24725384602215966
2024-01-21,P024,Product_24,131,85.0,30,7794.5,USA,3.058,309.794,0.945027988988072
2024-01-21,P025,Product_25,180,67.0,10,10854.0,USA,3.058,309.794,0.4400886397476311
2024-01-21,P026,Product_26,341,31.0,0,10571.0,USA,3.058,309.794,0.2554460549553443
2024-01-21,P027,Product_27,456,98.0,30,31281.6,USA,3.058,309.794,0.8782725679808954
2024-01-21,P028,Product_28,305,58.0,30,12383.0,USA,3.058,309.794,0.9129371054452642
2024-01-21,P029,Product_29,523,100.0,10,47070.0,USA,3.058,309.794,0.49563044471806206
2024-01-21,P030,Product_30,332,68.0,25,16932.0,USA,3.058,309.794,0.7718155965193585
2024-01-21,P031,Product_31,102,51.0,0,5202.0,USA,3.058,309.794,0.2116865232603851
2024-01-21,P032,Product_32,233,69.0,0,16077.0,USA,3.058,309.794,0.2325155513575159
2024-01-21,P033,Product_33,305,89.0,20,21716.0,USA,3.058,309.794,0.6606121080835718
2024-01-21,P034,Product_34,616,24.0,25,11088.0,USA,3.058,309.794,0.8284264338389483
2024-01-21,P035,Product_35,397,71.0,25,21140.25,USA,3.058,309.794,0.8245464163801257
2024-01-21,P036,Product_36,453,71.0,5,30554.85,USA,3.058,309.794,0.3190041279614992
2024-01-21,P037,Product_37,439,56.0,25,18438.0,USA,3.058,309.794,0.8384676991073277
2024-01-21,P038,Product_38,398,71.0,25,21193.5,USA,3.058,309.794,0.9183468812543011
2024-01-21,P039,Product_39,335,60.0,30,14070.0,USA,3.058,309.794,0.9608388948102528
2024-01-21,P040,Product_40,366,64.0,20,18739.2,USA,3.058,309.794,0.6388572444558066
2024-01-21,P041,Product_41,284,73.0,15,17622.2,USA,3.058,309.794,0.6495844688933152
2024-01-21,P042,Product_42,400,12.0,10,4320.0,USA,3.058,309.794,0.49140421842496423
2024-01-21,P043,Product_43,289,60.0,0,17340.0,USA,3.058,309.794,0.20234767018769395
2024-01-21,P044,Product_44,326,16.0,30,3651.2,USA,3.058,309.794,0.9082964162209439
2024-01-21,P045,Product_45,363,30.0,30,7623.0,USA,3.058,309.794,0.8401076521077933
2024-01-21,P046,Product_46,428,82.0,0,35096.0,USA,3.058,309.794,0.16332417128624604
2024-01-21,P047,Product_47,460,48.0,0,22080.0,USA,3.058,309.794,0.2225612747538624
2024-01-21,P048,Product_48,115,27.0,5,2949.75,USA,3.058,309.794,0.3308517528738278
2024-01-21,P049,Product_49,373,13.0,5,4606.55,USA,3.058,309.794,0.3512986534354207
2024-01-21,P050,Product_50,584,98.0,30,40062.4,USA,3.058,309.794,0.8664398964748995
2024-01-28,P001,Product_1,415,61.0,0,25315.0,USA,3.062,309.794,0.34916242456509466
2024-01-28,P002,Product_2,71,24.0,0,1704.0,USA,3.062,309.794,0.4541268063466141
2024-01-28,P003,Product_3,339,81.0,5,26086.05,USA,3.062,309.794,0.417819202824605
2024-01-28,P004,Product_4,357,70.0,0,24990.0,USA,3.062,309.794,0.41111134703217184
2024-01-28,P005,Product_5,450,30.0,0,13500.0,USA,3.062,309.794,0.3594393314173201
2024-01-28,P006,Product_6,127,92.0,20,9347.2,USA,3.062,309.794,0.8242974601252752
2024-01-28,P007,Product_7,545,96.0,20,41856.0,USA,3.062,309.794,0.8547641871369983
2024-01-28,P008,Product_8,443,84.0,0,37212.0,USA,3.062,309.794,0.3865567325708552
2024-01-28,P009,Product_9,168,84.0,10,12700.8,USA,3.062,309.794,0.6129328477243966
2024-01-28,P010,Product_10,497,97.0,10,43388.1,USA,3.062,309.794,0.5595662748445936
2024-01-28,P011,Product_11,603,33.0,15,16914.15,USA,3.062,309.794,0.7732226562356462
2024-01-28,P012,Product_12,543,12.0,0,6516.0,USA,3.062,309.794,0.30759213882330194
2024-01-28,P013,Product_13,374,31.0,10,10434.6,USA,3.062,309.794,0.5195286685045664
2024-01-28,P014,Product_14,628,62.0,30,27255.2,USA,3.062,309.794,1.0754962744061258
2024-01-28,P015,Product_15,98,11.0,5,1024.1,USA,3.062,309.794,0.5313629921579001
2024-01-28,P016,Product_16,334,97.0,30,22678.6,USA,3.062,309.794,1.0645743414268989
2024-01-28,P017,Product_17,151,39.0,5,5594.55,USA,3.062,309.794,0.5089834958677986
2024-01-28,P018,Product_18,534,47.0,0,25098.0,USA,3.062,309.794,0.39044603336962563
2024-01-28,P019,Product_19,121,11.0,15,1131.35,USA,3.062,309.794,0.7613290286224635
2024-01-28,P020,Product_20,500,73.0,15,31025.0,USA,3.062,309.794,0.6666891151224575
2024-01-28,P021,Product_21,560,69.0,25,28980.0,USA,3.062,309.794,0.9162545554896351
2024-01-28,P022,Product_22,58,30.0,0,1740.0,USA,3.062,309.794,0.3782358614274535
2024-01-28,P023,Product_23,512,42.0,5,20428.8,USA,3.062,309.794,0.5053077247464856
2024-01-28,P024,Product_24,123,85.0,10,9409.5,USA,3.062,309.794,0.6118316949420352
2024-01-28,P025,Product_25,194,67.0,20,10398.4,USA,3.062,309.794,0.8201775328054246
2024-01-28,P026,Product_26,352,31.0,0,10912.0,USA,3.062,309.794,0.4143774239886467
2024-01-28,P027,Product_27,470,98.0,30,32242.0,USA,3.062,309.794,1.0381245694334764
2024-01-28,P028,Product_28,280,58.0,5,15428.0,USA,3.062,309.794,0.4791965574382022
2024-01-28,P029,Product_29,513,100.0,0,51300.0,USA,3.062,309.794,0.3974274637951253
2024-01-28,P030,Product_30,342,68.0,25,17442.0,USA,3.062,309.794,0.9278955958154876
2024-01-28,P031,Product_31,116,51.0,20,4732.8,USA,3.062,309.794,0.8395702786937308
2024-01-28,P032,Product_32,276,69.0,30,13330.8,USA,3.062,309.794,1.1260069462076665
2024-01-28,P033,Product_33,285,89.0,0,25365.0,USA,3.062,309.794,0.31573499605873667
2024-01-28,P034,Product_34,592,24.0,10,12787.2,USA,3.062,309.794,0.6155317511948241
2024-01-28,P035,Product_35,381,71.0,10,24345.9,USA,3.062,309.794,0.610134866533189
2024-01-28,P036,Product_36,524,71.0,30,26042.8,USA,3.062,309.794,1.046341735067037
2024-01-28,P037,Product_37,402,56.0,0,22512.0,USA,3.062,309.794,0.392666508318836
2024-01-28,P038,Product_38,364,71.0,0,25844.0,USA,3.062,309.794,0.43982130328271124
2024-01-28,P039,Product_39,300,60.0,0,18000.0,USA,3.062,309.794,0.3967771484439521
2024-01-28,P040,Product_40,342,64.0,0,21888.0,USA,3.062,309.794,0.3018035212872123
2024-01-28,P041,Product_41,279,73.0,5,19348.65,USA,3.062,309.794,0.5564140057703497
2024-01-28,P042,Product_42,393,12.0,0,4716.0,USA,3.062,309.794,0.40309023822022094
2024-01-28,P043,Product_43,298,60.0,0,17880.0,USA,3.062,309.794,0.35423499559964094
2024-01-28,P044,Product_44,329,16.0,25,3948.0,USA,3.062,309.794,0.9584047142838867
2024-01-28,P045,Product_45,374,30.0,30,7854.0,USA,3.062,309.794,0.9988908853240429
2024-01-28,P046,Product_46,440,82.0,0,36080.0,USA,3.062,309.794,0.29363601007846346
2024-01-28,P047,Product_47,473,48.0,0,22704.0,USA,3.062,309.794,0.36274037222480293
2024-01-28,P048,Product_48,124,27.0,15,2845.8,USA,3.062,309.794,0.7054009070706139
2024-01-28,P049,Product_49,374,13.0,0,4862.0,USA,3.062,309.794,0.36409641858789504
2024-01-28,P050,Product_50,522,98.0,0,51156.0,USA,3.062,309.794,0.32294259192771435
2024-02-04,P001,Product_1,427,61.0,0,26047.0,USA,3.095,311.022,0.49129095559566227
2024-02-04,P002,Product_2,73,24.0,0,1752.0,USA,3.095,311.022,0.6060086813789264
2024-02-04,P003,Product_3,383,81.0,25,23267.25,USA,3.095,311.022,1.0422772505244222
2024-02-04,P004,Product_4,367,70.0,0,25690.0,USA,3.095,311.022,0.5524838872770729
2024-02-04,P005,Product_5,508,30.0,20,12192.0,USA,3.095,311.022,0.9888922668703565
2024-02-04,P006,Product_6,125,92.0,10,10350.0,USA,3.095,311.022,0.7390547031319685
2024-02-04,P007,Product_7,509,96.0,0,48864.0,USA,3.095,311.022,0.5079256982175672
2024-02-04,P008,Product_8,466,84.0,5,37186.8,USA,3.095,311.022,0.6294085448934356
2024-02-04,P009,Product_9,165,84.0,0,13860.0,USA,3.095,311.022,0.5236274303774714
2024-02-04,P010,Product_10,523,97.0,15,43121.35,USA,3.095,311.022,0.8158862738925048
2024-02-04,P011,Product_11,577,33.0,0,19041.0,USA,3.095,311.022,0.5473120026551676
2024-02-04,P012,Product_12,558,12.0,0,6696.0,USA,3.095,311.022,0.43726841994611054
2024-02-04,P013,Product_13,393,31.0,15,10355.55,USA,3.095,311.022,0.7688604366679097
2024-02-04,P014,Product_14,561,62.0,0,34782.0,USA,3.095,311.022,0.4665876181173777
2024-02-04,P015,Product_15,98,11.0,0,1078.0,USA,3.095,311.022,0.5313629921579001
2024-02-04,P016,Product_16,298,97.0,0,28906.0,USA,3.095,311.022,0.4883500700185638
2024-02-04,P017,Product_17,152,39.0,0,5928.0,USA,3.095,311.022,0.5430520029539966
2024-02-04,P018,Product_18,617,47.0,25,21749.25,USA,3.095,311.022,1.1310086652178646
2024-02-04,P019,Product_19,115,11.0,0,1265.0,USA,3.095,311.022,0.5054201114384421
2024-02-04,P020,Product_20,502,73.0,10,32981.4,USA,3.095,311.022,0.6874679561734924
2024-02-04,P021,Product_21,524,69.0,5,34348.2,USA,3.095,311.022,0.5728737102093221
2024-02-04,P022,Product_22,64,30.0,15,1632.0,USA,3.095,311.022,0.8759146264635763
2024-02-04,P023,Product_23,513,42.0,0,21546.0,USA,3.095,311.022,0.5148652758103495
2024-02-04,P024,Product_24,120,85.0,0,10200.0,USA,3.095,311.022,0.4868830846747713
2024-02-04,P025,Product_25,208,67.0,30,9755.2,USA,3.095,311.022,1.200266425863218
2024-02-04,P026,Product_26,406,31.0,25,9439.5,USA,3.095,311.022,1.1945859628794038
2024-02-04,P027,Product_27,472,98.0,25,34692.0,USA,3.095,311.022,1.060960569640988
2024-02-04,P028,Product_28,280,58.0,0,16240.0,USA,3.095,311.022,0.4791965574382022
2024-02-04,P029,Product_29,527,100.0,0,52700.0,USA,3.095,311.022,0.5349116370872368
2024-02-04,P030,Product_30,312,68.0,0,21216.0,USA,3.095,311.022,0.45965559792710015
2024-02-04,P031,Product_31,114,51.0,10,5232.6,USA,3.095,311.022,0.7498725993461101
2024-02-04,P032,Product_32,246,69.0,0,16974.0,USA,3.095,311.022,0.5026408567773288
2024-02-04,P033,Product_33,330,89.0,25,22027.5,USA,3.095,311.022,1.091708498114616
2024-02-04,P034,Product_34,579,24.0,0,13896.0,USA,3.095,311.022,0.5002137980959235
2024-02-04,P035,Product_35,429,71.0,30,21321.3,USA,3.095,311.022,1.2533695160739993
2024-02-04,P036,Product_36,479,71.0,5,32308.55,USA,3.095,311.022,0.5853531108452172
2024-02-04,P037,Product_37,464,56.0,25,19488.0,USA,3.095,311.022,1.1396847199103626
2024-02-04,P038,Product_38,374,71.0,0,26554.0,USA,3.095,311.022,0.5805641203331788
2024-02-04,P039,Product_39,316,60.0,5,18012.0,USA,3.095,311.022,0.6546339467828324
2024-02-04,P040,Product_40,378,64.0,15,20563.2,USA,3.095,311.022,0.8073841060401037
2024-02-04,P041,Product_41,279,73.0,0,20367.0,USA,3.095,311.022,0.5564140057703497
2024-02-04,P042,Product_42,403,12.0,0,4836.0,USA,3.095,311.022,0.5292530670841399
2024-02-04,P043,Product_43,352,60.0,30,14784.0,USA,3.095,311.022,1.2655589480713227
2024-02-04,P044,Product_44,330,16.0,20,4224.0,USA,3.095,311.022,0.9751074803048677
2024-02-04,P045,Product_45,334,30.0,0,10020.0,USA,3.095,311.022,0.4214973099922261
2024-02-04,P046,Product_46,452,82.0,0,37064.0,USA,3.095,311.022,0.4239478488706809
2024-02-04,P047,Product_47,499,48.0,5,22754.4,USA,3.095,311.022,0.643098567166684
2024-02-04,P048,Product_48,131,27.0,20,2829.6,USA,3.095,311.022,0.9967169158903364
2024-02-04,P049,Product_49,385,13.0,0,5005.0,USA,3.095,311.022,0.5048718352651129
2024-02-04,P050,Product_50,537,98.0,0,52626.0,USA,3.095,311.022,0.4544338752859043
2024-02-11,P001,Product_1,437,61.0,0,26657.0,USA,3.136,311.022,0.6097313981211353
2024-02-11,P002,Product_2,77,24.0,5,1755.6,USA,3.136,311.022,0.909772431443551
2024-02-11,P003,Product_3,375,81.0,15,25818.75,USA,3.136,311.022,0.9287394236699101
2024-02-11,P004,Product_4,376,70.0,0,26320.0,USA,3.136,311.022,0.6797191734974837
2024-02-11,P005,Product_5,544,30.0,30,11424.0,USA,3.136,311.022,1.379587192323965
2024-02-11,P006,Product_6,125,92.0,5,10925.0,USA,3.136,311.022,0.7390547031319685
2024-02-11,P007,Product_7,521,96.0,0,50016.0,USA,3.136,311.022,0.6235385278573776
2024-02-11,P008,Product_8,466,84.0,0,39144.0,USA,3.136,311.022,0.6294085448934356
2024-02-11,P009,Product_9,169,84.0,0,14196.0,USA,3.136,311.022,0.6427013201733717
2024-02-11,P010,Product_10,573,97.0,30,38906.7,USA,3.136,311.022,1.3088093489846415
2024-02-11,P011,Product_11,635,33.0,15,17811.75,USA,3.136,311.022,1.0512665375654662
2024-02-11,P012,Product_12,600,12.0,10,6480.0,USA,3.136,311.022,0.8003620070899747
2024-02-11,P013,Product_13,403,31.0,15,10619.05,USA,3.136,311.022,0.9000876830696695
2024-02-11,P014,Product_14,589,62.0,5,34692.1,USA,3.136,311.022,0.7210569073126754
2024-02-11,P015,Product_15,110,11.0,20,968.0,USA,3.136,311.022,1.14154059080812
2024-02-11,P016,Product_16,305,97.0,0,29585.0,USA,3.136,311.022,0.6003936783479622
2024-02-11,P017,Product_17,163,39.0,10,5721.3,USA,3.136,311.022,0.917805580902175
2024-02-11,P018,Product_18,562,47.0,0,26414.0,USA,3.136,311.022,0.6402743911015617
2024-02-11,P019,Product_19,118,11.0,0,1298.0,USA,3.136,311.022,0.6333745700304528
2024-02-11,P020,Product_20,490,73.0,0,35770.0,USA,3.136,311.022,0.5627949098672826
2024-02-11,P021,Product_21,523,69.0,0,36087.0,USA,3.136,311.022,0.5633353533959801
2024-02-11,P022,Product_22,61,30.0,0,1830.0,USA,3.136,311.022,0.627075243945515
2024-02-11,P023,Product_23,526,42.0,0,22092.0,USA,3.136,311.022,0.6391134396405804
2024-02-11,P024,Product_24,142,85.0,30,8449.0,USA,3.136,311.022,1.403172893301373
2024-02-11,P025,Product_25,185,67.0,0,12395.0,USA,3.136,311.022,0.5758346729825574
2024-02-11,P026,Product_26,370,31.0,0,11470.0,USA,3.136,311.022,0.6744469369522323
2024-02-11,P027,Product_27,473,98.0,20,37083.2,USA,3.136,311.022,1.0723785697447437
2024-02-11,P028,Product_28,323,58.0,25,14050.5,USA,3.136,311.022,1.2252303000103488
2024-02-11,P029,Product_29,540,100.0,0,54000.0,USA,3.136,311.022,0.6625755122870545
2024-02-11,P030,Product_30,328,68.0,5,21188.8,USA,3.136,311.022,0.7093835968009068
2024-02-11,P031,Product_31,119,51.0,15,5158.65,USA,3.136,311.022,0.974116797715162
2024-02-11,P032,Product_32,252,69.0,0,17388.0,USA,3.136,311.022,0.6273140746633964
2024-02-11,P033,Product_33,346,89.0,30,21555.8,USA,3.136,311.022,1.367610187734484
2024-02-11,P034,Product_34,667,24.0,25,12006.0,USA,3.136,311.022,1.2808276344577123
2024-02-11,P035,Product_35,382,71.0,0,27122.0,USA,3.136,311.022,0.6235355883986226
2024-02-11,P036,Product_36,479,71.0,0,34009.0,USA,3.136,311.022,0.5853531108452172
2024-02-11,P037,Product_37,486,56.0,30,19051.2,USA,3.136,311.022,1.4047556982170333
2024-02-11,P038,Product_38,402,71.0,10,25687.8,USA,3.136,311.022,0.9746440080744881
2024-02-11,P039,Product_39,332,60.0,10,17928.0,USA,3.136,311.022,0.9124907451217127
2024-02-11,P040,Product_40,387,64.0,15,21052.8,USA,3.136,311.022,0.9337792522283266
2024-02-11,P041,Product_41,308,73.0,15,19111.4,USA,3.136,311.022,1.0968026918835492
