Week_Start_Date,Product_ID,Product_Name,Units_Sold,Price,Discount_Percentage,Revenue,Region
2024-01-28,P004,Product_4,357,70,0,24990.0,USA
2024-01-28,P005,Product_5,450,30,0,13500.0,USA
2024-01-28,P006,Product_6,127,92,20,9347.2,USA
2024-01-28,P007,Product_7,545,96,20,41856.0,USA
2024-01-28,P008,Product_8,443,84,0,37212.0,USA
2024-01-28,P009,Product_9,168,84,10,12700.8,USA
2024-01-28,P010,Product_10,497,97,10,43388.1,USA
2024-01-28,P011,Product_11,603,33,15,16914.15,USA
2024-01-28,P012,Product_12,543,12,0,6516.0,USA
2024-01-28,P013,Product_13,374,31,10,10434.6,USA
2024-01-28,P014,Product_14,628,62,30,27255.2,USA
2024-01-28,P015,Product_15,98,11,5,1024.1,USA
2024-01-28,P016,Product_16,334,97,30,22678.6,USA
2024-01-28,P017,Product_17,151,39,5,5594.55,USA
2024-01-28,P018,Product_18,534,47,0,25098.0,USA
2024-01-28,P019,Product_19,121,11,15,1131.35,USA
2024-01-28,P020,Product_20,500,73,15,31025.0,USA
2024-01-28,P021,Product_21,560,69,25,28980.0,USA
2024-01-28,P022,Product_22,58,30,0,1740.0,USA
2024-01-28,P023,Product_23,512,42,5,20428.8,USA
2024-01-28,P024,Product_24,123,85,10,9409.5,USA
2024-01-28,P025,Product_25,194,67,20,10398.4,USA
2024-01-28,P026,Product_26,352,31,0,10912.0,USA
2024-01-28,P027,Product_27,470,98,30,32242.0,USA
2024-01-28,P028,Product_28,280,58,5,15428.0,USA
2024-01-28,P029,Product_29,513,100,0,51300.0,USA
2024-01-28,P030,Product_30,342,68,25,17442.0,USA
2024-01-28,P031,Product_31,116,51,20,4732.8,USA
2024-01-28,P032,Product_32,276,69,30,13330.8,USA
2024-01-28,P033,Product_33,285,89,0,25365.0,USA
2024-01-28,P034,Product_34,592,24,10,12787.2,USA
2024-01-28,P035,Product_35,381,71,10,24345.9,USA
2024-01-28,P036,Product_36,524,71,30,26042.8,USA
2024-01-28,P037,Product_37,402,56,0,22512.0,USA
2024-01-28,P038,Product_38,364,71,0,25844.0,USA
2024-01-28,P039,Product_39,300,60,0,18000.0,USA
2024-01-28,P040,Product_40,342,64,0,21888.0,USA
2024-01-28,P041,Product_41,279,73,5,19348.65,USA
2024-01-28,P042,Product_42,393,12,0,4716.0,USA
2024-01-28,P043,Product_43,298,60,0,17880.0,USA
2024-01-28,P044,Product_44,329,16,25,3948.0,USA
2024-01-28,P045,Product_45,374,30,30,7854.0,USA
2024-01-28,P046,Product_46,440,82,0,36080.0,USA
2024-01-28,P047,Product_47,473,48,0,22704.0,USA
2024-01-28,P048,Product_48,124,27,15,2845.8,USA
2024-01-28,P049,Product_49,374,13,0,4862.0,USA
2024-01-28,P050,Product_50,522,98,0,51156.0,USA
2024-02-04,P001,Product_1,427,61,0,26047.0,USA
2024-02-04,P002,Product_2,73,24,0,1752.0,USA
2024-02-04,P003,Product_3,383,81,25,23267.25,USA
2024-02-04,P004,Product_4,367,70,0,25690.0,USA
2024-02-04,P005,Product_5,508,30,20,12192.0,USA
2024-02-04,P006,Product_6,125,92,10,10350.0,USA
2024-02-04,P007,Product_7,509,96,0,48864.0,USA
2024-02-04,P008,Product_8,466,84,5,37186.8,USA
2024-02-04,P009,Product_9,165,84,0,13860.0,USA
2024-02-04,P010,Product_10,523,97,15,43121.35,USA
2024-02-04,P011,Product_11,577,33,0,19041.0,USA
2024-02-04,P012,Product_12,558,12,0,6696.0,USA
2024-02-04,P013,Product_13,393,31,15,10355.55,USA
2024-02-04,P014,Product_14,561,62,0,34782.0,USA
2024-02-04,P015,Product_15,98,11,0,1078.0,USA
2024-02-04,P016,Product_16,298,97,0,28906.0,USA
2024-02-04,P017,Product_17,152,39,0,5928.0,USA
2024-02-04,P018,Product_18,617,47,25,21749.25,USA
2024-02-04,P019,Product_19,115,11,0,1265.0,USA
2024-02-04,P020,Product_20,502,73,10,32981.4,USA
2024-02-04,P021,Product_21,524,69,5,34348.2,USA
2024-02-04,P022,Product_22,64,30,15,1632.0,USA
2024-02-04,P023,Product_23,513,42,0,21546.0,USA
2024-02-04,P024,Product_24,120,85,0,10200.0,USA
2024-02-04,P025,Product_25,208,67,30,9755.2,USA
2024-02-04,P026,Product_26,406,31,25,9439.5,USA
2024-02-04,P027,Product_27,472,98,25,34692.0,USA
2024-02-04,P028,Product_28,280,58,0,16240.0,USA
2024-02-04,P029,Product_29,527,100,0,52700.0,USA
2024-02-04,P030,Product_30,312,68,0,21216.0,USA
2024-02-04,P031,Product_31,114,51,10,5232.6,USA
2024-02-04,P032,Product_32,246,69,0,16974.0,USA
2024-02-04,P033,Product_33,330,89,25,22027.5,USA
2024-02-04,P034,Product_34,579,24,0,13896.0,USA
2024-02-04,P035,Product_35,429,71,30,21321.3,USA
2024-02-04,P036,Product_36,479,71,5,32308.55,USA
2024-02-04,P037,Product_37,464,56,25,19488.0,USA
2024-02-04,P038,Product_38,374,71,0,26554.0,USA
2024-02-04,P039,Product_39,316,60,5,18012.0,USA
2024-02-04,P040,Product_40,378,64,15,20563.2,USA
2024-02-04,P041,Product_41,279,73,0,20367.0,USA
2024-02-04,P042,Product_42,403,12,0,4836.0,USA
2024-02-04,P043,Product_43,352,60,30,14784.0,USA
2024-02-04,P044,Product_44,330,16,20,4224.0,USA
2024-02-04,P045,Product_45,334,30,0,10020.0,USA
2024-02-04,P046,Product_46,452,82,0,37064.0,USA
2024-02-04,P047,Product_47,499,48,5,22754.4,USA
2024-02-04,P048,Product_48,131,27,20,2829.6,USA
2024-02-04,P049,Product_49,385,13,0,5005.0,USA
2024-02-04,P050,Product_50,537,98,0,52626.0,USA
2024-02-11,P001,Product_1,437,61,0,26657.0,USA
2024-02-11,P002,Product_2,77,24,5,1755.6,USA
2024-02-11,P003,Product_3,375,81,15,25818.75,USA
2024-02-11,P004,Product_4,376,70,0,26320.0,USA
2024-02-11,P005,Product_5,544,30,30,11424.0,USA
2024-02-11,P006,Product_6,125,92,5,10925.0,USA
2024-02-11,P007,Product_7,521,96,0,50016.0,USA
2024-02-11,P008,Product_8,466,84,0,39144.0,USA
2024-02-11,P009,Product_9,169,84,0,14196.0,USA
2024-02-11,P010,Product_10,573,97,30,38906.7,USA
2024-02-11,P011,Product_11,635,33,15,17811.75,USA
2024-02-11,P012,Product_12,600,12,10,6480.0,USA
2024-02-11,P013,Product_13,403,31,15,10619.05,USA
2024-02-11,P014,Product_14,589,62,5,34692.1,USA
2024-02-11,P015,Product_15,110,11,20,968.0,USA
2024-02-11,P016,Product_16,305,97,0,29585.0,USA
2024-02-11,P017,Product_17,163,39,10,5721.3,USA
2024-02-11,P018,Product_18,562,47,0,26414.0,USA
2024-02-11,P019,Product_19,118,11,0,1298.0,USA
2024-02-11,P020,Product_20,490,73,0,35770.0,USA
2024-02-11,P021,Product_21,523,69,0,36087.0,USA
2024-02-11,P022,Product_22,61,30,0,1830.0,USA
2024-02-11,P023,Product_23,526,42,0,22092.0,USA
2024-02-11,P024,Product_24,142,85,30,8449.0,USA
2024-02-11,P025,Product_25,185,67,0,12395.0,USA
2024-02-11,P026,Product_26,370,31,0,11470.0,USA
2024-02-11,P027,Product_27,473,98,20,37083.2,USA
2024-02-11,P028,Product_28,323,58,25,14050.5,USA
2024-02-11,P029,Product_29,540,100,0,54000.0,USA
2024-02-11,P030,Product_30,328,68,5,21188.8,USA
2024-02-11,P031,Product_31,119,51,15,5158.65,USA
2024-02-11,P032,Product_32,252,69,0,17388.0,USA
2024-02-11,P033,Product_33,346,89,30,21555.8,USA
2024-02-11,P034,Product_34,667,24,25,12006.0,USA
2024-02-11,P035,Product_35,382,71,0,27122.0,USA
2024-02-11,P036,Product_36,479,71,0,34009.0,USA
2024-02-11,P037,Product_37,486,56,30,19051.2,USA
2024-02-11,P038,Product_38,402,71,10,25687.8,USA
2024-02-11,P039,Product_39,332,60,10,17928.0,USA
2024-02-11,P040,Product_40,387,64,15,21052.8,USA
2024-02-11,P041,Product_41,308,73,15,19111.4,USA
2024-02-11,P042,Product_42,475,12,30,3990.0,USA
2024-02-11,P043,Product_43,361,60,30,15162.0,USA
2024-02-11,P044,Product_44,346,16,25,4152.0,USA
2024-02-11,P045,Product_45,368,30,15,9384.0,USA
2024-02-11,P046,Product_46,521,82,25,32041.5,USA
2024-02-11,P047,Product_47,536,48,15,21868.8,USA
2024-02-11,P048,Product_48,128,27,10,3110.4,USA
2024-02-11,P049,Product_49,394,13,0,5122.0,USA
2024-02-11,P050,Product_50,619,98,25,45496.5,USA
2024-02-18,P001,Product_1,502,61,25,22966.5,USA
2024-02-18,P002,Product_2,82,24,15,1672.8,USA
2024-02-18,P003,Product_3,400,81,25,24300.0,USA
2024-02-18,P004,Product_4,413,70,15,24573.5,USA
2024-02-18,P005,Product_5,483,30,0,14490.0,USA
2024-02-18,P006,Product_6,124,92,0,11408.0,USA
2024-02-18,P007,Product_7,532,96,0,51072.0,USA
2024-02-18,P008,Product_8,476,84,0,39984.0,USA
2024-02-18,P009,Product_9,172,84,0,14448.0,USA
2024-02-18,P010,Product_10,547,97,15,45100.15,USA
2024-02-18,P011,Product_11,603,33,0,19899.0,USA
2024-02-18,P012,Product_12,627,12,15,6395.4,USA
2024-02-18,P013,Product_13,383,31,0,11873.0,USA
2024-02-18,P014,Product_14,631,62,15,33253.7,USA
2024-02-18,P015,Product_15,102,11,0,1122.0,USA
2024-02-18,P016,Product_16,312,97,0,30264.0,USA
2024-02-18,P017,Product_17,163,39,5,6039.15,USA
2024-02-18,P018,Product_18,617,47,15,24649.15,USA
2024-02-18,P019,Product_19,121,11,0,1331.0,USA
2024-02-18,P020,Product_20,575,73,30,29382.5,USA
2024-02-18,P021,Product_21,535,69,0,36915.0,USA
2024-02-18,P022,Product_22,64,30,5,1824.0,USA
2024-02-18,P023,Product_23,618,42,30,18169.2,USA
2024-02-18,P024,Product_24,132,85,10,10098.0,USA
2024-02-18,P025,Product_25,194,67,5,12348.1,USA
2024-02-18,P026,Product_26,397,31,10,11076.3,USA
2024-02-18,P027,Product_27,461,98,10,40660.2,USA
2024-02-18,P028,Product_28,323,58,20,14987.2,USA
2024-02-18,P029,Product_29,552,100,0,55200.0,USA
2024-02-18,P030,Product_30,326,68,0,22168.0,USA
2024-02-18,P031,Product_31,119,51,10,5462.1,USA
2024-02-18,P032,Product_32,290,69,25,15007.5,USA
2024-02-18,P033,Product_33,322,89,10,25792.2,USA
2024-02-18,P034,Product_34,606,24,0,14544.0,USA
2024-02-18,P035,Product_35,419,71,15,25286.65,USA
2024-02-18,P036,Product_36,538,71,20,30558.4,USA
2024-02-18,P037,Product_37,432,56,0,24192.0,USA
2024-02-18,P038,Product_38,391,71,0,27761.0,USA
2024-02-18,P039,Product_39,339,60,10,18306.0,USA
2024-02-18,P040,Product_40,377,64,5,22921.6,USA
2024-02-18,P041,Product_41,292,73,0,21316.0,USA
2024-02-18,P042,Product_42,422,12,0,5064.0,USA
2024-02-18,P043,Product_43,320,60,0,19200.0,USA
2024-02-18,P044,Product_44,314,16,0,5024.0,USA
2024-02-18,P045,Product_45,402,30,30,8442.0,USA
2024-02-18,P046,Product_46,533,82,25,32779.5,USA
2024-02-18,P047,Product_47,509,48,0,24432.0,USA
2024-02-18,P048,Product_48,143,27,30,2702.7,USA
2024-02-18,P049,Product_49,433,13,15,4784.65,USA
2024-02-18,P050,Product_50,576,98,5,53625.6,USA
2024-02-25,P001,Product_1,466,61,5,27004.7,USA
2024-02-25,P002,Product_2,78,24,0,1872.0,USA
2024-02-25,P003,Product_3,362,81,0,29322.0,USA
2024-02-25,P004,Product_4,420,70,15,24990.0,USA
2024-02-25,P005,Product_5,517,30,10,13959.0,USA
2024-02-25,P006,Product_6,127,92,0,11684.0,USA
2024-02-25,P007,Product_7,623,96,30,41865.6,USA
2024-02-25,P008,Product_8,533,84,20,35817.6,USA
2024-02-25,P009,Product_9,175,84,0,14700.0,USA
2024-02-25,P010,Product_10,596,97,30,40468.4,USA
2024-02-25,P011,Product_11,706,33,30,16308.6,USA
2024-02-25,P012,Product_12,683,12,30,5737.2,USA
2024-02-25,P013,Product_13,390,31,0,12090.0,USA
2024-02-25,P014,Product_14,658,62,20,32636.8,USA
2024-02-25,P015,Product_15,109,11,10,1079.1,USA
2024-02-25,P016,Product_16,349,97,20,27082.4,USA
2024-02-25,P017,Product_17,186,39,30,5077.8,USA
2024-02-25,P018,Product_18,628,47,15,25088.6,USA
2024-02-25,P019,Product_19,138,11,25,1138.5,USA
2024-02-25,P020,Product_20,573,73,25,31371.75,USA
2024-02-25,P021,Product_21,613,69,25,31722.75,USA
2024-02-25,P022,Product_22,65,30,5,1852.5,USA
2024-02-25,P023,Product_23,547,42,0,22974.0,USA
2024-02-25,P024,Product_24,128,85,0,10880.0,USA
2024-02-25,P025,Product_25,217,67,25,10904.25,USA
2024-02-25,P026,Product_26,385,31,0,11935.0,USA
2024-02-25,P027,Product_27,470,98,10,41454.0,USA
2024-02-25,P028,Product_28,299,58,0,17342.0,USA
2024-02-25,P029,Product_29,590,100,10,53100.0,USA
2024-02-25,P030,Product_30,374,68,25,19074.0,USA
2024-02-25,P031,Product_31,130,51,25,4972.5,USA
2024-02-25,P032,Product_32,263,69,0,18147.0,USA
2024-02-25,P033,Product_33,359,89,30,22365.7,USA
2024-02-25,P034,Product_34,648,24,10,13996.8,USA
2024-02-25,P035,Product_35,397,71,0,28187.0,USA
2024-02-25,P036,Product_36,548,71,20,31126.4,USA
2024-02-25,P037,Product_37,451,56,5,23993.2,USA
2024-02-25,P038,Product_38,399,71,0,28329.0,USA
2024-02-25,P039,Product_39,362,60,20,17376.0,USA
2024-02-25,P040,Product_40,375,64,0,24000.0,USA
2024-02-25,P041,Product_41,298,73,0,21754.0,USA
2024-02-25,P042,Product_42,440,12,5,5016.0,USA
2024-02-25,P043,Product_43,326,60,0,19560.0,USA
2024-02-25,P044,Product_44,328,16,5,4985.6,USA
2024-02-25,P045,Product_45,374,30,10,10098.0,USA
2024-02-25,P046,Product_46,530,82,20,34768.0,USA
2024-02-25,P047,Product_47,570,48,20,21888.0,USA
2024-02-25,P048,Product_48,143,27,25,2895.75,USA
2024-02-25,P049,Product_49,451,13,20,4690.4,USA
2024-02-25,P050,Product_50,615,98,15,51229.5,USA
2024-03-03,P001,Product_1,461,61,0,28121.0,USA
2024-03-03,P002,Product_2,81,24,5,1846.8,USA
2024-03-03,P003,Product_3,377,81,5,29010.15,USA
2024-03-03,P004,Product_4,397,70,0,27790.0,USA
2024-03-03,P005,Product_5,524,30,10,14148.0,USA
2024-03-03,P006,Product_6,132,92,5,11536.8,USA
2024-03-03,P007,Product_7,619,96,25,44568.0,USA
2024-03-03,P008,Product_8,566,84,30,33280.8,USA
2024-03-03,P009,Product_9,187,84,10,14137.2,USA
2024-03-03,P010,Product_10,526,97,0,51022.0,USA
2024-03-03,P011,Product_11,623,33,0,20559.0,USA
2024-03-03,P012,Product_12,694,12,30,5829.6,USA
2024-03-03,P013,Product_13,455,31,30,9873.5,USA
2024-03-03,P014,Product_14,607,62,0,37634.0,USA
2024-03-03,P015,Product_15,114,11,15,1065.9,USA
2024-03-03,P016,Product_16,322,97,0,31234.0,USA
2024-03-03,P017,Product_17,164,39,0,6396.0,USA
2024-03-03,P018,Product_18,593,47,0,27871.0,USA
2024-03-03,P019,Product_19,125,11,0,1375.0,USA
2024-03-03,P020,Product_20,595,73,30,30404.5,USA
2024-03-03,P021,Product_21,594,69,15,34838.1,USA
2024-03-03,P022,Product_22,64,30,0,1920.0,USA
2024-03-03,P023,Product_23,611,42,20,20529.6,USA
2024-03-03,P024,Product_24,149,85,30,8865.5,USA
2024-03-03,P025,Product_25,225,67,30,10552.5,USA
2024-03-03,P026,Product_26,391,31,0,12121.0,USA
2024-03-03,P027,Product_27,454,98,0,44492.0,USA
2024-03-03,P028,Product_28,303,58,0,17574.0,USA
2024-03-03,P029,Product_29,570,100,0,57000.0,USA
2024-03-03,P030,Product_30,337,68,0,22916.0,USA
2024-03-03,P031,Product_31,126,51,15,5462.1,USA
2024-03-03,P032,Product_32,267,69,0,18423.0,USA
2024-03-03,P033,Product_33,317,89,0,28213.0,USA
2024-03-03,P034,Product_34,626,24,0,15024.0,USA
2024-03-03,P035,Product_35,403,71,0,28613.0,USA
2024-03-03,P036,Product_36,506,71,0,35926.0,USA
2024-03-03,P037,Product_37,457,56,5,24312.4,USA
2024-03-03,P038,Product_38,405,71,0,28755.0,USA
2024-03-03,P039,Product_39,334,60,0,20040.0,USA
2024-03-03,P040,Product_40,390,64,5,23712.0,USA
2024-03-03,P041,Product_41,325,73,15,20166.25,USA
2024-03-03,P042,Product_42,436,12,0,5232.0,USA
2024-03-03,P043,Product_43,331,60,0,19860.0,USA
2024-03-03,P044,Product_44,325,16,0,5200.0,USA
2024-03-03,P045,Product_45,416,30,30,8736.0,USA
2024-03-03,P046,Product_46,502,82,5,39105.8,USA
2024-03-03,P047,Product_47,552,48,10,23846.4,USA
2024-03-03,P048,Product_48,148,27,30,2797.2,USA
2024-03-03,P049,Product_49,416,13,0,5408.0,USA
2024-03-03,P050,Product_50,653,98,25,47995.5,USA
2024-03-10,P001,Product_1,490,61,10,26901.0,USA
2024-03-10,P002,Product_2,80,24,0,1920.0,USA
2024-03-10,P003,Product_3,381,81,5,29317.95,USA
2024-03-10,P004,Product_4,442,70,20,24752.0,USA
2024-03-10,P005,Product_5,518,30,5,14763.0,USA
2024-03-10,P006,Product_6,150,92,30,9660.0,USA
2024-03-10,P007,Product_7,557,96,0,53472.0,USA
2024-03-10,P008,Product_8,547,84,20,36758.4,USA
2024-03-10,P009,Product_9,180,84,0,15120.0,USA
2024-03-10,P010,Product_10,599,97,25,43577.25,USA
2024-03-10,P011,Product_11,662,33,10,19661.4,USA
2024-03-10,P012,Product_12,610,12,0,7320.0,USA
2024-03-10,P013,Product_13,400,31,0,12400.0,USA
2024-03-10,P014,Product_14,614,62,0,38068.0,USA
2024-03-10,P015,Product_15,107,11,0,1177.0,USA
2024-03-10,P016,Product_16,326,97,0,31622.0,USA
2024-03-10,P017,Product_17,178,39,15,5900.7,USA
2024-03-10,P018,Product_18,630,47,10,26649.0,USA
2024-03-10,P019,Product_19,139,11,20,1223.2,USA
2024-03-10,P020,Product_20,602,73,30,30762.2,USA
2024-03-10,P021,Product_21,587,69,10,36452.7,USA
2024-03-10,P022,Product_22,71,30,20,1704.0,USA
2024-03-10,P023,Product_23,618,42,20,20764.8,USA
2024-03-10,P024,Product_24,131,85,0,11135.0,USA
2024-03-10,P025,Product_25,198,67,0,13266.0,USA
2024-03-10,P026,Product_26,395,31,0,12245.0,USA
2024-03-10,P027,Product_27,459,98,0,44982.0,USA
2024-03-10,P028,Product_28,307,58,0,17806.0,USA
2024-03-10,P029,Product_29,577,100,0,57700.0,USA
